,loss,o1_loss,o2_loss,o3_loss,o4_loss,o5_loss,o6_loss,o1_f1,o2_f1,o3_f1,o4_f1,o5_f1,o6_f1,val_loss,val_o1_loss,val_o2_loss,val_o3_loss,val_o4_loss,val_o5_loss,val_o6_loss,val_o1_f1,val_o2_f1,val_o3_f1,val_o4_f1,val_o5_f1,val_o6_f1,lr
0,437.2042541503906,0.4446011483669281,0.6946853995323181,0.6952503323554993,0.6941480040550232,0.6936671137809753,0.6933518648147583,0.7980107069015503,0.2829672396183014,0.3321280777454376,0.3031706213951111,0.29946041107177734,0.3260502219200134,437.3433532714844,0.3943328857421875,0.6966361403465271,0.6947322487831116,0.6977396011352539,0.6932812929153442,0.693550169467926,0.4820767045021057,0.0,0.0,0.0,0.0,0.0,0.01
1,436.907958984375,0.37770435214042664,0.6941952109336853,0.693497359752655,0.6934672594070435,0.6933077573776245,0.6932393908500671,0.8378013372421265,0.29976963996887207,0.2940313220024109,0.31883400678634644,0.25917917490005493,0.27314692735671997,436.9740295410156,0.3815135061740875,0.6970683932304382,0.6933313012123108,0.6933520436286926,0.6933303475379944,0.6933556199073792,0.5000792145729065,0.0,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.01
2,437.01141357421875,0.36423981189727783,0.6953868865966797,0.6943308115005493,0.6940779089927673,0.693650484085083,0.6932775378227234,0.8486555814743042,0.30675816535949707,0.31876078248023987,0.33379507064819336,0.2992420494556427,0.2545415461063385,437.6679992675781,0.357676237821579,0.6961034536361694,0.6960029602050781,0.6957597732543945,0.6956982612609863,0.6938664317131042,0.517593264579773,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.01
3,436.9727783203125,0.35949185490608215,0.6938453912734985,0.6938881278038025,0.6939012408256531,0.693528413772583,0.6933242678642273,0.8521490693092346,0.33998239040374756,0.32420867681503296,0.3310055732727051,0.2994370758533478,0.30207744240760803,437.2270812988281,0.34942826628685,0.6934834122657776,0.6933005452156067,0.6938323378562927,0.6938127875328064,0.6939594149589539,0.5164800882339478,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.01
4,437.0026550292969,0.3448770046234131,0.6952732801437378,0.694390058517456,0.6941909790039062,0.6936742663383484,0.693328320980072,0.86091548204422,0.35470813512802124,0.3217208981513977,0.32387444376945496,0.3224315345287323,0.25342488288879395,436.9624328613281,0.34751391410827637,0.6936130523681641,0.6937686204910278,0.6946818232536316,0.693479061126709,0.6932937502861023,0.5213479399681091,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.01
5,436.92498779296875,0.34147512912750244,0.6943949460983276,0.6942779421806335,0.6939264535903931,0.69338458776474,0.6933205723762512,0.8640331029891968,0.33165639638900757,0.28923705220222473,0.2890341579914093,0.2788906991481781,0.2905099093914032,436.81756591796875,0.34006500244140625,0.693322479724884,0.6933193802833557,0.6932919025421143,0.693397581577301,0.6932080388069153,0.5358839631080627,0.0,0.0,0.0,0.0,0.0,0.01
6,437.02587890625,0.33725079894065857,0.6949390769004822,0.6946955323219299,0.6941519975662231,0.6935831308364868,0.6934474110603333,0.8651787042617798,0.30283114314079285,0.3025043308734894,0.29183587431907654,0.28571847081184387,0.2922881841659546,437.3815002441406,0.3592718541622162,0.693641722202301,0.6954293251037598,0.6936219930648804,0.6962636709213257,0.693301796913147,0.5092901587486267,0.0,0.0,0.0,0.0,0.0,0.01
7,436.9254455566406,0.3341902196407318,0.6942545175552368,0.6945838928222656,0.6937742233276367,0.6935408115386963,0.6933039426803589,0.8675335645675659,0.27966225147247314,0.2871207594871521,0.25356367230415344,0.3113159239292145,0.2888547480106354,436.7607727050781,0.3287545442581177,0.6933212876319885,0.6932550668716431,0.693511426448822,0.6931890845298767,0.6931717395782471,0.5309829115867615,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.01
8,436.9822998046875,0.3317895829677582,0.6952279806137085,0.6948105692863464,0.6938422322273254,0.6936802268028259,0.6933586597442627,0.8686116337776184,0.326118141412735,0.28808847069740295,0.26993072032928467,0.3021363317966461,0.2659819722175598,436.8902587890625,0.3790232539176941,0.6936385631561279,0.693355143070221,0.6934276223182678,0.6933187246322632,0.6931936144828796,0.5024130344390869,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.01
9,437.0302734375,0.32575803995132446,0.694348931312561,0.6945764422416687,0.6943054795265198,0.693911075592041,0.6933854222297668,0.872959315776825,0.3578328788280487,0.3554657995700836,0.33010926842689514,0.3535063564777374,0.3246435821056366,436.806640625,0.32563477754592896,0.6932011842727661,0.6932467818260193,0.693184494972229,0.6932936906814575,0.6933147311210632,0.5340662002563477,0.0,0.0,0.0,0.0,0.0,0.01
