accuracy,precision,f1,recall,th
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.1
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.11
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.12
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.13
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.13999999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.14999999999999997
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.15999999999999998
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.16999999999999998
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.17999999999999997
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.18999999999999995
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.19999999999999996
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.20999999999999996
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.21999999999999995
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.22999999999999995
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.23999999999999994
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.24999999999999992
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.2599999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.2699999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.2799999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.2899999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.29999999999999993
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.30999999999999994
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.3199999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.32999999999999985
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.33999999999999986
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.34999999999999987
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.3599999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.3699999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.3799999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.3899999999999999
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.3999999999999998
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.4099999999999998
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.4199999999999998
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.4299999999999998
0.4984747004788929,0.4984747004788929,0.665309464777199,1.0,0.43999999999999984
0.866642807232817,0.9088237539119152,0.8588844204793422,0.8141474922219563,0.44999999999999984
0.8821343967823849,0.9450400542027022,0.8727272727272728,0.8106943827139389,0.45999999999999985
0.8882696797723129,0.9595399133287432,0.8784575454208379,0.8100105986529454,0.46999999999999986
0.8972340099187075,0.9877326387430155,0.8863379325944356,0.8038223529009538,0.47999999999999976
0.8981713448199465,0.9913443675054889,0.8871214554247823,0.8027282984033642,0.48999999999999977
0.8980350051979481,0.9913414428112857,0.8869532357109118,0.8024547847789668,0.4999999999999998
0.8975919014264533,0.9960724043715847,0.88591878191863,0.7977024855550617,0.5099999999999998
0.8973703495407059,0.9962397983164551,0.8856263769657372,0.7971212691032172,0.5199999999999998
0.8941322835182439,0.9981403797085153,0.8813870006873901,0.7890868063865432,0.5299999999999998
0.893876646726997,0.9981391725809243,0.8810665240560002,0.788573968340798,0.5399999999999998
0.8922746561685158,0.9983914442222416,0.879026238732273,0.7851550480358302,0.5499999999999998
0.8733064062579886,0.9992219323538835,0.8545148538103252,0.7464186809805463,0.5599999999999997
0.8571501610511785,0.9994734070563455,0.832821412900395,0.7138021812711546,0.5699999999999997
0.501525299521107,0.0,0.0,0.0,0.5799999999999997
0.501525299521107,0.0,0.0,0.0,0.5899999999999997
0.501525299521107,0.0,0.0,0.0,0.5999999999999998
0.501525299521107,0.0,0.0,0.0,0.6099999999999998
0.501525299521107,0.0,0.0,0.0,0.6199999999999998
0.501525299521107,0.0,0.0,0.0,0.6299999999999997
0.501525299521107,0.0,0.0,0.0,0.6399999999999997
