,loss,o1_loss,o2_loss,o3_loss,o1_f1,o2_f1,o3_f1,lr
191,8.1278657913208,0.3267766535282135,0.2418011575937271,0.25254249572753906,0.8053005933761597,0.8637917637825012,0.8596570491790771,1.5625e-05
192,8.125654220581055,0.3267429769039154,0.24173013865947723,0.25245219469070435,0.8050332069396973,0.8664069175720215,0.8633696436882019,1.5625e-05
193,8.123608589172363,0.32670697569847107,0.2416694313287735,0.2523669898509979,0.6978886127471924,0.7587108612060547,0.753123939037323,1.5625e-05
194,8.12183952331543,0.32667532563209534,0.24160884320735931,0.25229495763778687,0.806382417678833,0.8522465825080872,0.8493432402610779,1.5625e-05
195,8.120683670043945,0.32665157318115234,0.24155472218990326,0.25225064158439636,0.6947495341300964,0.7575511336326599,0.7523370385169983,1.5625e-05
196,8.120473861694336,0.3266380727291107,0.24152116477489471,0.25224485993385315,0.7781490683555603,0.8425371646881104,0.8347082138061523,1.5625e-05
197,8.1196928024292,0.32662129402160645,0.24149586260318756,0.2522085905075073,0.7994383573532104,0.8591488599777222,0.8527030348777771,1.5625e-05
198,8.11627197265625,0.3265652656555176,0.24138785898685455,0.2520734369754791,0.6923307776451111,0.7557265758514404,0.7503712177276611,1.5625e-05
199,8.114428520202637,0.32653161883354187,0.24132953584194183,0.2519996464252472,0.7999504208564758,0.8605991005897522,0.8561044335365295,3.90625e-06
200,8.114180564880371,0.3265284299850464,0.24131956696510315,0.25198909640312195,0.7959383726119995,0.8602729439735413,0.8552324771881104,3.90625e-06
201,8.113759994506836,0.3265196979045868,0.2413049340248108,0.25197210907936096,0.7482044100761414,0.8121547102928162,0.8055062890052795,3.90625e-06
202,8.11291790008545,0.32650935649871826,0.24127891659736633,0.25193852186203003,0.8029351234436035,0.8673920631408691,0.8610391020774841,3.90625e-06
203,8.11279582977295,0.32650724053382874,0.24128295481204987,0.25192973017692566,0.7845638394355774,0.8629763126373291,0.8577850461006165,3.90625e-06
204,8.111448287963867,0.3264877498149872,0.24123921990394592,0.25187790393829346,0.7954177260398865,0.8616610169410706,0.8556163311004639,3.90625e-06
205,8.110950469970703,0.32648158073425293,0.24122458696365356,0.25185689330101013,0.7996761798858643,0.8610987067222595,0.8567646741867065,3.90625e-06
206,8.110502243041992,0.3264731466770172,0.2412102073431015,0.25183847546577454,0.7640637755393982,0.8493110537528992,0.8435190916061401,3.90625e-06
207,8.109514236450195,0.3264560103416443,0.24117936193943024,0.25179970264434814,0.7386273741722107,0.7959316372871399,0.7923777103424072,3.90625e-06
208,8.108085632324219,0.32644009590148926,0.24114103615283966,0.2517421245574951,0.7808326482772827,0.8456210494041443,0.8434131145477295,3.90625e-06
209,8.108238220214844,0.32645735144615173,0.24116279184818268,0.2517394721508026,0.7982153296470642,0.8627698421478271,0.861711859703064,3.90625e-06
210,8.10700511932373,0.32643038034439087,0.24112732708454132,0.25169143080711365,0.7492169737815857,0.8126861453056335,0.8413095474243164,3.90625e-06
211,8.106681823730469,0.32642924785614014,0.2411201447248459,0.2516762316226959,0.7550190687179565,0.8155478239059448,0.8131077885627747,3.90625e-06
212,8.105629920959473,0.32641199231147766,0.24109092354774475,0.25163400173187256,0.8063238263130188,0.8656814694404602,0.8635124564170837,3.90625e-06
213,8.105287551879883,0.32641103863716125,0.2410859316587448,0.2516171634197235,0.6917676329612732,0.7524617314338684,0.7491970062255859,3.90625e-06
214,8.104781150817871,0.32640156149864197,0.24106860160827637,0.25159692764282227,0.8038938641548157,0.8641984462738037,0.8604937791824341,3.90625e-06
215,8.104218482971191,0.3263903260231018,0.24104687571525574,0.25157561898231506,0.7400555610656738,0.8530572056770325,0.8506119847297668,3.90625e-06
216,8.104043960571289,0.3263869285583496,0.24104450643062592,0.25156623125076294,0.6981121301651001,0.8322877287864685,0.8300669193267822,3.90625e-06
217,8.103302955627441,0.3263770639896393,0.24102284014225006,0.2515360713005066,0.8049595355987549,0.867245614528656,0.8638210296630859,3.90625e-06
218,8.10275650024414,0.3263697326183319,0.24100671708583832,0.25151342153549194,0.7883856296539307,0.849368691444397,0.8460667133331299,3.90625e-06
219,8.102306365966797,0.32636523246765137,0.24099618196487427,0.251493364572525,0.8072680234909058,0.8663284778594971,0.8638312816619873,3.90625e-06
220,8.101847648620605,0.32635578513145447,0.24098171293735504,0.25147467851638794,0.7899007201194763,0.8537243008613586,0.8613109588623047,3.90625e-06
221,8.101181983947754,0.32634401321411133,0.24096059799194336,0.25144803524017334,0.8029302954673767,0.8684971332550049,0.8639018535614014,3.90625e-06
222,8.10073184967041,0.3263378143310547,0.24094773828983307,0.25142884254455566,0.8069934844970703,0.8670400977134705,0.8624228835105896,3.90625e-06
223,8.100457191467285,0.32633453607559204,0.24094036221504211,0.25141623616218567,0.7853602170944214,0.8421213626861572,0.8379380702972412,3.90625e-06
