,loss,o1_loss,o2_loss,o3_loss,o4_loss,o5_loss,o6_loss,o1_f1,o2_f1,o3_f1,o4_f1,o5_f1,o6_f1,lr
0,400.8076477050781,0.5459938049316406,0.6344658136367798,0.6344295740127563,0.6344847083091736,0.6348903775215149,0.6355997920036316,0.8028517961502075,0.8013995885848999,0.8013995885848999,0.8013995885848999,0.8013995885848999,0.8013995885848999,0.001
1,399.2689514160156,0.4353679120540619,0.6336559653282166,0.6335064172744751,0.6333556771278381,0.633241593837738,0.6331487894058228,0.8163102865219116,0.8025888204574585,0.8025888204574585,0.8025888204574585,0.8025888204574585,0.8025888204574585,0.001
2,399.1522216796875,0.39800912141799927,0.6335665583610535,0.633409857749939,0.6332692503929138,0.6331648230552673,0.6330811977386475,0.8236238956451416,0.8026396632194519,0.8026396632194519,0.8026396632194519,0.8026396632194519,0.8026396632194519,0.001
3,399.2398376464844,0.38497599959373474,0.6337614059448242,0.6336359977722168,0.6334909200668335,0.6333581209182739,0.6332448124885559,0.8237231373786926,0.8026041984558105,0.8026041984558105,0.8026041984558105,0.8026041984558105,0.8026041984558105,0.001
4,399.15069580078125,0.3798900842666626,0.6335320472717285,0.6334067583084106,0.6332907676696777,0.6332086324691772,0.6331461071968079,0.8227421045303345,0.802692711353302,0.802692711353302,0.802692711353302,0.802692711353302,0.802692711353302,0.001
5,399.1501159667969,0.37762531638145447,0.6335554718971252,0.6333993673324585,0.6332854628562927,0.6332151889801025,0.633158802986145,0.8206763863563538,0.8027346730232239,0.8027346730232239,0.8027346730232239,0.8027346730232239,0.8027346730232239,0.001
6,399.13726806640625,0.375094473361969,0.6335326433181763,0.6334182024002075,0.633307695388794,0.6332140564918518,0.6331433653831482,0.8224855661392212,0.8024609088897705,0.8024609088897705,0.8024609088897705,0.8024609088897705,0.8024609088897705,0.001
7,399.1117858886719,0.37394800782203674,0.6334639191627502,0.6333324313163757,0.6332245469093323,0.633163332939148,0.6331253051757812,0.8222008943557739,0.8026571273803711,0.8026571273803711,0.8026571273803711,0.8026571273803711,0.8026571273803711,0.001
8,399.09490966796875,0.3727598488330841,0.6332873702049255,0.6332336068153381,0.6331962943077087,0.633154034614563,0.633111834526062,0.8225701451301575,0.8026099801063538,0.8026099801063538,0.8026099801063538,0.8026099801063538,0.8026099801063538,0.001
9,399.1566162109375,0.3729831576347351,0.633522629737854,0.6334410309791565,0.633335530757904,0.6332581043243408,0.633197546005249,0.8220885992050171,0.802514910697937,0.802514910697937,0.802514910697937,0.802514910697937,0.802514910697937,0.001
10,399.1156311035156,0.3725857138633728,0.6333250999450684,0.6332719326019287,0.6332276463508606,0.6331915259361267,0.6331536173820496,0.8216001391410828,0.8026350140571594,0.8026350140571594,0.8026350140571594,0.8026350140571594,0.8026350140571594,0.001
11,399.12603759765625,0.3714732825756073,0.6333795189857483,0.6333336234092712,0.6332892775535583,0.6332234144210815,0.6331654787063599,0.8219113349914551,0.8025244474411011,0.8025244474411011,0.8025244474411011,0.8025244474411011,0.8025244474411011,0.001
12,399.1145935058594,0.37166815996170044,0.6332603693008423,0.6332447528839111,0.6332244873046875,0.6331960558891296,0.6331676244735718,0.8220574855804443,0.802582323551178,0.802582323551178,0.802582323551178,0.802582323551178,0.802582323551178,0.001
13,399.062744140625,0.3707605004310608,0.6332473158836365,0.6332150101661682,0.6331621408462524,0.6331149935722351,0.6330865025520325,0.822273850440979,0.8026314377784729,0.8026314377784729,0.8026314377784729,0.8026314377784729,0.8026314377784729,0.001
14,399.08160400390625,0.37076374888420105,0.6332204341888428,0.6332173347473145,0.6331911087036133,0.6331531405448914,0.633121132850647,0.8219060897827148,0.8025634288787842,0.8025634288787842,0.8025634288787842,0.8025634288787842,0.8025634288787842,0.001
15,399.1263122558594,0.3705376088619232,0.6333636045455933,0.6333268880844116,0.6332793235778809,0.6332284808158875,0.6331902146339417,0.8216925263404846,0.8026024103164673,0.8026024103164673,0.8026024103164673,0.8026024103164673,0.8026024103164673,0.001
16,399.10662841796875,0.37116628885269165,0.6333475708961487,0.6333182454109192,0.633274257183075,0.6332031488418579,0.6331518888473511,0.8211979269981384,0.8026984930038452,0.8026984930038452,0.8026984930038452,0.8026984930038452,0.8026984930038452,0.001
17,399.0703125,0.3703222870826721,0.6332257986068726,0.6332305669784546,0.633195161819458,0.6331440806388855,0.6331078410148621,0.8224385976791382,0.8026356101036072,0.8026356101036072,0.8026356101036072,0.8026356101036072,0.8026356101036072,0.001
18,399.06146240234375,0.37061449885368347,0.6332266330718994,0.6332098245620728,0.6331777572631836,0.6331306099891663,0.6330958604812622,0.8220244646072388,0.8026086091995239,0.8026086091995239,0.8026086091995239,0.8026086091995239,0.8026086091995239,0.001
19,399.07806396484375,0.3707411289215088,0.6332234740257263,0.6332306265830994,0.6332085132598877,0.6331608891487122,0.6331238746643066,0.8216970562934875,0.8027053475379944,0.8027053475379944,0.8027053475379944,0.8027053475379944,0.8027053475379944,0.001
20,399.0888366699219,0.36972832679748535,0.6332399249076843,0.6332341432571411,0.633216381072998,0.6331830024719238,0.6331506967544556,0.8221401572227478,0.8026413321495056,0.8026413321495056,0.8026413321495056,0.8026413321495056,0.8026413321495056,0.001
21,399.06842041015625,0.36967214941978455,0.6332247257232666,0.6332337260246277,0.6331931948661804,0.6331496834754944,0.6331169605255127,0.8221050500869751,0.8026436567306519,0.8026436567306519,0.8026436567306519,0.8026436567306519,0.8026436567306519,0.001
22,399.0224609375,0.3700779378414154,0.6331098675727844,0.6331087350845337,0.6330922245979309,0.633070707321167,0.6330552101135254,0.8221871852874756,0.8026946187019348,0.8026946187019348,0.8026946187019348,0.8026946187019348,0.8026946187019348,0.001
23,399.066650390625,0.36942172050476074,0.6332257390022278,0.633228600025177,0.633187472820282,0.6331517100334167,0.6331214308738708,0.8221399784088135,0.8025562167167664,0.8025562167167664,0.8025562167167664,0.8025562167167664,0.8025562167167664,0.001
24,399.0746765136719,0.3697340786457062,0.6332144737243652,0.6332422494888306,0.6332281231880188,0.6331702470779419,0.6331281065940857,0.8228317499160767,0.8024657368659973,0.8024657368659973,0.8024657368659973,0.8024657368659973,0.8024657368659973,0.001
25,399.0715637207031,0.3691689074039459,0.6332321166992188,0.6332414150238037,0.6332021355628967,0.6331629157066345,0.6331313848495483,0.8220733404159546,0.8026727437973022,0.8026727437973022,0.8026727437973022,0.8026727437973022,0.8026727437973022,0.001
26,398.99530029296875,0.3693917393684387,0.6330580711364746,0.633066713809967,0.6330605149269104,0.633039116859436,0.6330179572105408,0.822376012802124,0.8027781248092651,0.8027781248092651,0.8027781248092651,0.8027781248092651,0.8027781248092651,0.001
27,399.0242919921875,0.36866891384124756,0.6331160068511963,0.6331213116645813,0.6331084370613098,0.6330924034118652,0.6330676078796387,0.8220558166503906,0.8028045296669006,0.8028045296669006,0.8028045296669006,0.8028045296669006,0.8028045296669006,0.001
28,399.0418701171875,0.3693181872367859,0.6331581473350525,0.6331790685653687,0.633152425289154,0.6331201791763306,0.6330896019935608,0.822586178779602,0.8025692701339722,0.8025692701339722,0.8025692701339722,0.8025692701339722,0.8025692701339722,0.001
29,399.0816345214844,0.36930474638938904,0.633216381072998,0.6332457661628723,0.6332244873046875,0.6331894993782043,0.6331511735916138,0.8221181035041809,0.8027633428573608,0.8027633428573608,0.8027633428573608,0.8027633428573608,0.8027633428573608,0.001
30,399.0188903808594,0.368448406457901,0.6331173777580261,0.633133053779602,0.6331315636634827,0.6330909729003906,0.633057177066803,0.8219656944274902,0.8027101755142212,0.8027101755142212,0.8027101755142212,0.8027101755142212,0.8027101755142212,0.001
31,399.0548400878906,0.3688220977783203,0.6331567764282227,0.6331852674484253,0.633173942565918,0.6331449151039124,0.6331167817115784,0.8222898244857788,0.8026394248008728,0.8026394248008728,0.8026394248008728,0.8026394248008728,0.8026394248008728,0.001
32,399.0317077636719,0.3688933551311493,0.6331318020820618,0.63315349817276,0.6331394910812378,0.6331083178520203,0.6330806612968445,0.822745680809021,0.8028069138526917,0.8028069138526917,0.8028069138526917,0.8028069138526917,0.8028069138526917,0.001
33,399.0238037109375,0.36897963285446167,0.63309246301651,0.6331035494804382,0.6331055760383606,0.6330950856208801,0.6330745220184326,0.8223734498023987,0.8026040196418762,0.8026040196418762,0.8026040196418762,0.8026040196418762,0.8026040196418762,0.001
34,398.9979553222656,0.36806520819664,0.6330564618110657,0.6330648064613342,0.6330703496932983,0.6330574750900269,0.6330376863479614,0.8220794200897217,0.8027083277702332,0.8027083277702332,0.8027083277702332,0.8027083277702332,0.8027083277702332,0.001
35,399.01922607421875,0.36813944578170776,0.6330864429473877,0.6330974102020264,0.6331017017364502,0.633090615272522,0.6330735087394714,0.8220626711845398,0.8026841878890991,0.8026841878890991,0.8026841878890991,0.8026841878890991,0.8026841878890991,0.001
36,398.9932556152344,0.36866819858551025,0.6330763101577759,0.6330856680870056,0.6330651044845581,0.6330476403236389,0.633029043674469,0.8223477602005005,0.8025915622711182,0.8025915622711182,0.8025915622711182,0.8025915622711182,0.8025915622711182,0.001
37,399.0579833984375,0.3687971532344818,0.6331666707992554,0.6331959962844849,0.6331788301467896,0.6331563591957092,0.6331286430358887,0.8216224908828735,0.8024936318397522,0.8024936318397522,0.8024936318397522,0.8024936318397522,0.8024936318397522,0.001
38,399.0374755859375,0.3683672845363617,0.633145809173584,0.6331604719161987,0.6331545114517212,0.6331258416175842,0.6330980062484741,0.8221003413200378,0.8026376366615295,0.8026376366615295,0.8026376366615295,0.8026376366615295,0.8026376366615295,0.001
39,398.98602294921875,0.3683144450187683,0.6330289840698242,0.6330522894859314,0.6330508589744568,0.6330416202545166,0.6330240368843079,0.8222094178199768,0.8027108907699585,0.8027108907699585,0.8027108907699585,0.8027108907699585,0.8027108907699585,0.001
40,399.0301208496094,0.36847591400146484,0.633140504360199,0.6331415772438049,0.6331238746643066,0.6331113576889038,0.6330934166908264,0.8221843838691711,0.802571177482605,0.802571177482605,0.802571177482605,0.802571177482605,0.802571177482605,0.001
41,399.0212097167969,0.36790865659713745,0.6330982446670532,0.6331433057785034,0.6331346035003662,0.6331028938293457,0.6330759525299072,0.8220373392105103,0.802695095539093,0.802695095539093,0.802695095539093,0.802695095539093,0.802695095539093,0.001
42,399.0137939453125,0.3679417073726654,0.6330782175064087,0.6330939531326294,0.6330928206443787,0.6330921649932861,0.6330709457397461,0.8220808506011963,0.8025388717651367,0.8025388717651367,0.8025388717651367,0.8025388717651367,0.8025388717651367,0.001
43,399.0332946777344,0.3683939278125763,0.6331066489219666,0.6331506967544556,0.6331434845924377,0.6331206560134888,0.6330980062484741,0.8225758075714111,0.8027543425559998,0.8027543425559998,0.8027543425559998,0.8027543425559998,0.8027543425559998,0.001
44,398.99267578125,0.367967426776886,0.6330496668815613,0.6330739855766296,0.633063018321991,0.6330547332763672,0.6330403685569763,0.8221850395202637,0.8028178215026855,0.8028178215026855,0.8028178215026855,0.8028178215026855,0.8028178215026855,0.001
45,399.02130126953125,0.3678539991378784,0.6330714821815491,0.6331177353858948,0.6331140995025635,0.633105993270874,0.6330846548080444,0.8218338489532471,0.8028514981269836,0.8028514981269836,0.8028514981269836,0.8028514981269836,0.8028514981269836,0.001
46,399.0296325683594,0.36762282252311707,0.6330958604812622,0.6331371665000916,0.633130669593811,0.6331227421760559,0.6330980062484741,0.8217784762382507,0.8025777339935303,0.8025777339935303,0.8025777339935303,0.8025777339935303,0.8025777339935303,0.001
47,399.0167541503906,0.3678041100502014,0.6330851912498474,0.6331198811531067,0.6331088542938232,0.6330982446670532,0.6330791711807251,0.822097897529602,0.8026054501533508,0.8026054501533508,0.8026054501533508,0.8026054501533508,0.8026054501533508,0.001
48,399.0198059082031,0.36784765124320984,0.6330940127372742,0.6331230998039246,0.6331188678741455,0.6331026554107666,0.6330835819244385,0.8220905661582947,0.8025476932525635,0.8025476932525635,0.8025476932525635,0.8025476932525635,0.8025476932525635,0.001
49,398.97161865234375,0.36666837334632874,0.6330008506774902,0.6330236792564392,0.6330275535583496,0.6330257654190063,0.6330178380012512,0.8217113614082336,0.8027371764183044,0.8027371764183044,0.8027371764183044,0.8027371764183044,0.8027371764183044,0.00025
50,398.9576416015625,0.36675453186035156,0.6329904794692993,0.6329983472824097,0.6329997181892395,0.6329993605613708,0.6329972147941589,0.8215769529342651,0.8026244044303894,0.8026244044303894,0.8026244044303894,0.8026244044303894,0.8026244044303894,0.00025
51,398.9664306640625,0.36681604385375977,0.6329976320266724,0.6330127716064453,0.6330162286758423,0.6330153346061707,0.6330106258392334,0.8214592337608337,0.8025805950164795,0.8025805950164795,0.8025805950164795,0.8025805950164795,0.8025805950164795,0.00025
52,398.9689636230469,0.36698415875434875,0.6330009698867798,0.6330182552337646,0.6330206990242004,0.6330201029777527,0.6330140233039856,0.8215877413749695,0.8026519417762756,0.8026519417762756,0.8026519417762756,0.8026519417762756,0.8026519417762756,0.00025
53,398.96484375,0.36678585410118103,0.6330028176307678,0.6330108046531677,0.633011519908905,0.6330116987228394,0.6330089569091797,0.8215805888175964,0.802773654460907,0.802773654460907,0.802773654460907,0.802773654460907,0.802773654460907,0.00025
54,398.9547424316406,0.36675921082496643,0.6329933404922485,0.6330002546310425,0.6329983472824097,0.6329957842826843,0.6329928040504456,0.8215740323066711,0.8027223348617554,0.8027223348617554,0.8027223348617554,0.8027223348617554,0.8027223348617554,0.00025
55,398.9535827636719,0.36674195528030396,0.6329883933067322,0.632996141910553,0.6329953074455261,0.6329936385154724,0.6329916715621948,0.821876585483551,0.8026235103607178,0.8026235103607178,0.8026235103607178,0.8026235103607178,0.8026235103607178,0.00025
56,398.9615783691406,0.3668767809867859,0.6330057978630066,0.6330121159553528,0.6330083012580872,0.6330060958862305,0.6330038905143738,0.82145756483078,0.8026642203330994,0.8026642203330994,0.8026642203330994,0.8026642203330994,0.8026642203330994,0.00025
57,398.9667053222656,0.36691755056381226,0.6330034136772156,0.6330199837684631,0.633018970489502,0.6330169439315796,0.6330108046531677,0.8218085169792175,0.8025476932525635,0.8025476932525635,0.8025476932525635,0.8025476932525635,0.8025476932525635,0.00025
