,loss,o1_loss,o2_loss,o3_loss,o1_f1,o2_f1,o3_f1,val_loss,val_o1_loss,val_o2_loss,val_o3_loss,val_o1_f1,val_o2_f1,val_o3_f1,lr
0,19.934268951416016,0.6039542555809021,0.6931746006011963,0.6931769847869873,0.7821009159088135,0.09100031107664108,0.12472005188465118,19.795106887817383,0.5343179106712341,0.6931427717208862,0.693142831325531,0.49021968245506287,0.0,0.0,0.001
1,19.699142456054688,0.48271214962005615,0.6931588649749756,0.6931580901145935,0.8195098042488098,0.06306333839893341,0.06424359977245331,19.650983810424805,0.45499464869499207,0.6931478381156921,0.6931486129760742,0.4837537109851837,0.600156843662262,0.600156843662262,0.001
2,19.607202529907227,0.4291606545448303,0.6931658983230591,0.6931636333465576,0.8203851580619812,0.1902482509613037,0.19694162905216217,19.592178344726562,0.4188000559806824,0.6931422352790833,0.6931423544883728,0.4913882315158844,0.0,0.0,0.001
3,19.569822311401367,0.4048123359680176,0.6931612491607666,0.6931613087654114,0.822879433631897,0.10384002327919006,0.10384002327919006,19.56783676147461,0.40157702565193176,0.6931428909301758,0.6931427121162415,0.4967106878757477,0.0,0.0,0.001
4,19.54913330078125,0.39067813754081726,0.6931620240211487,0.69316166639328,0.8254438638687134,0.10192041099071503,0.10193505883216858,19.551406860351562,0.3906884789466858,0.6931449770927429,0.6931450963020325,0.5029791593551636,0.0,0.0,0.001
5,19.537887573242188,0.38237056136131287,0.6931762099266052,0.6931716203689575,0.8296356201171875,0.11856601387262344,0.09383906424045563,19.543033599853516,0.3844242990016937,0.6931512355804443,0.6931421756744385,0.4972982704639435,0.600156843662262,0.0,0.001
6,19.528589248657227,0.3763159215450287,0.6931829452514648,0.6931647062301636,0.8332313895225525,0.14968983829021454,0.067508265376091,19.53438949584961,0.3789672255516052,0.6931439638137817,0.6931425333023071,0.4974280595779419,0.0,0.0,0.001
7,19.519256591796875,0.37098389863967896,0.6931381225585938,0.6931430697441101,0.8376535773277283,0.21314117312431335,0.1774684488773346,19.53745460510254,0.3792365491390228,0.6931877732276917,0.6931623816490173,0.5188165903091431,0.600156843662262,0.600156843662262,0.001
8,19.514175415039062,0.36749526858329773,0.6931734085083008,0.6931681632995605,0.8415488600730896,0.11294721066951752,0.14224569499492645,19.521623611450195,0.3713945150375366,0.6931467056274414,0.6931473016738892,0.5148449540138245,0.0,0.600156843662262,0.001
9,19.50811004638672,0.3642314076423645,0.6931665539741516,0.6931631565093994,0.8459987044334412,0.13648410141468048,0.1361628919839859,19.517776489257812,0.3691011071205139,0.693142294883728,0.6931422352790833,0.49686142802238464,0.0,0.0,0.001
